Karmn,Name,GJ,RA_J2016_deg,DE_J2016_deg,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,R_Rsol,eR_Rsol,Ref04,M_Msol,eM_Msol,Massflag,Ref05,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref06,pi_mas,epi_mas,Ref07,d_pc,ed_pc,Ref08,Vr_kms-1,eVr_kms-1,Ref09,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref10,sa_m/s/a,esa_m/s/a,Ref11,SKG,Ref12,Pop,Ref13,vsini_flag,vsini_kms-1,evsini_kms-1,Ref14,P_d,eP_d,Ref15,pEWHalpha_A,epEWHalpha_A,Ref16,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref17,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref18,Activity,Ref19,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref20,u_mag,eu_mag,Ref21,BT_mag,eBT_mag,Ref22,B_mag,eB_mag,Ref23,BP_mag,eBP_mag,Ref24,g_mag,eg_mag,Ref25,VT_mag,eVT_mag,Ref26,GG_mag,eGG_mag,Ref27,V_mag,eV_mag,Ref28,Ra_mag,Ref29,r_mag,er_mag,Ref30,RP_mag,eRP_mag,Ref31,i_mag,ei_mag,Ref32,IN_mag,Ref33,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2MASS,Ref34,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref35,Multiplicity,Comp,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref36,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref37,CloseCompanionSpT,RV,Planet,Ref38,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,RA_J2000,DE_J2000,Ref39,SS,Class,Flags,Notes,Gaia_id_1,Gaia_id_2,2MASS_id
J09589+059,NLTT 23096,,149.73464080873424,5.96634874753046,232.26208198061352,43.9038542142103,Gaia2,M4.5 V,4.5,AF15a,,,,,,,,,,,,,0.16131683,0.0067716846,,Karmn,-179.5,5.0,-71.2,5.0,PPMXL,68.2,2.4,Dit14,14.7,0.5,Dit14,10.0,4.0,New14,-12.01,1.82,-11.41,2.3,-2.59,2.8,CC19,0.012732632991825105,5.541317638102898E-4,Wolt17,LA,CC19,YD,CC19,=,22.3,0.4,Kess18,0.4533,,West15,-4.5,0.7,AF15a,,,,J095856.7+055802,0.0248,0.00979,0.24,0.4,-0.91,0.69,2.38,0.94,7.17,3.24,1RXS*,,,,,21.509,0.211,GALEX,18.333,0.015,SDSS9,,,,16.506,0.03,UCAC4,14.9578,0.0052,Gaia2,15.448,0.09,UCAC4,,,,13.1034,8.0E-4,Gaia2,14.707,0.02,UCAC4,14.608,UCAC3,14.071,0.05,UCAC4,11.8119,0.0028,Gaia2,12.292,0.03,UCAC4,11.32,US-B1,9.937,0.023,9.394,0.027,9.039,0.021,AAA,2M,8.883,0.022,8.677,0.021,8.496,0.027,8.378,0.381,AAAC,WISE,Single,-,,,,,,,,,,,,,No,,0,CAFOS,,,(Astralux) [LuckyCam],09:58:56.51,+05:58:00.1,2M,,Gamma,..F,,3850237416912716928,,09585650+0558000
J09593+438E,G 116-073 B,3578B,149.8365955771894,43.83950880285765,175.55126109722335,51.733458676400694,Gaia2,M4.0 V,4.0,PMSU,,,,,,,,,,,,,,,,,-100.71,0.09,-220.4,0.08,Gaia2,36.69,0.07,Gaia2,27.26,0.05,Gaia2,,,,,,,,,,,0.03417185771744296,0.0016708412199022056,Wolt17,,,,,,,,,,,,-6.84,,PMSU,,,,,,,,,,,,,,,,Flare?,Ger99,,,20.12,0.084,GALEX,17.32,0.009,SDSS9,,,,15.919,0.02,UCAC4,14.4738,0.005,Gaia2,15.02,0.04,UCAC4,,,,12.8716,9.0E-4,Gaia2,14.227,0.03,UCAC4,,,13.584,0.02,UCAC4,11.6484,0.0028,Gaia2,12.135,0.03,UCAC4,10.91,US-B1,9.917,0.022,9.33,0.023,9.067,0.016,AAA,2M,8.901,0.022,8.722,0.02,8.611,0.025,8.83,0.414,AAAC,WISE,Wide + Resolved Visual?,B,GIC91,23.10,0.10,Dor11,J09593+438W,,BWL24,3.6,,,,,No,,0,,,,[Bow15],09:59:20.94,+43:50:25.9,2M,SX,Delta,V.F,#Bow15: single epoch,808270896163473920,,09592093+4350258
J09593+438W,G 116-072 A,3577A,149.8277138105792,43.83943736248907,175.5534072844274,51.72719142587237,Gaia2,M3.5 V,3.5,PMSU,,,,,,,,,,,,,,,,,-99.36,0.07,-221.65,0.06,Gaia2,36.78,0.05,Gaia2,27.19,0.04,Gaia2,,,,,,,,,,,0.034710578726981633,0.001695110417069199,Wolt17,,,,,=,22.5,0.7,Kess18,0.755,,Har11,-15.49,,PMSU,,,,,,,,,,,,,,,,,,22.012,0.511,19.854,0.071,GALEX,17.03,0.008,SDSS9,,,,15.52,0.1,UCAC4,14.1507,0.0083,Gaia2,14.676,0.07,UCAC4,,,,12.6068,0.0016,Gaia2,13.891,0.02,UCAC4,,,13.253,0.01,UCAC4,11.3989,0.0044,Gaia2,11.859,0.01,UCAC4,10.72,US-B1,9.682,0.022,9.126,0.023,8.859,0.016,AAA,2M,8.691,0.022,8.487,0.019,8.385,0.024,8.372,0.289,AAAB,WISE,Wide + Resolved Visual?,A,GIC91,23.10,0.10,Dor11,J09593+438E,,BWL24,2.6\\4.5,,,,,No,,0,,,,[Bow15],09:59:18.80,+43:50:25.6,2M,SX,Delta,V.F,#25-300Ma Shk09. Bow15: single epoch.,808270896163474176,,09591880+4350256
J09597+472,G 146-005,3579,149.94210439519247,47.201949503191095,170.2830567253369,51.02341851636891,Gaia2,M4.0 V,4.0,PMSU,,,,,,,,,,,,,0.26690972,0.006261655,,Karmn,78.7,0.07,-273.96,0.07,Gaia2,44.53,0.05,Gaia2,22.46,0.03,Gaia2,-23.0,5.0,New14,22.07,3.1,-30.02,0.53,-7.89,3.89,CC19,0.042030319530984996,0.0017034998447145175,Wolt17,,,D,CC19,,,,,123.9,,New16a,0.15,0.035,New16b,,,,,,,,,,,,,,,,,,,,,,,17.345,0.01,SDSS9,,,,15.701,0.01,UCAC4,14.3801,0.0017,Gaia2,14.798,0.01,UCAC4,,,,12.7362,3.0E-4,Gaia2,14.083,0.02,UCAC4,13.96,UCAC3,13.483,0.04,UCAC4,11.4947,9.0E-4,Gaia2,11.894,0.03,UCAC4,10.77,US-B1,9.756,0.025,9.199,0.021,8.922,0.016,AAA,2M,8.733,0.023,8.569,0.021,8.414,0.024,8.166,0.235,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,09:59:45.96,+47:12:11.5,2M,,Gamma,..F,,822327052812586240,,09594595+4712114
J09597+721,Pul -3 620285,,149.9387482954063,72.20035987365357,138.53730265453015,39.30030094372715,Gaia2,M3.5 V,3.5,AF15a,,,,,,,,,,,,,0.3019319,0.0070633898,,Karmn,-22.73,0.06,94.97,0.06,Gaia2,54.48,0.04,Gaia2,18.36,0.01,Gaia2,,,,,,,,,,,0.003782835045703612,2.2665977914408688E-4,Wolt17,,,,,,,,,,,,0.0,0.3,AF15a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.638,0.11,UCAC4,13.3903,0.0027,Gaia2,13.856,0.17,UCAC4,,,,11.8926,4.0E-4,Gaia2,13.135,0.07,UCAC4,12.949,UCAC3,12.555,0.01,UCAC4,10.7138,0.0018,Gaia2,11.133,0.09,UCAC4,10.35,US-B1,9.059,0.034,8.503,0.021,8.226,0.016,AAA,2M,8.069,0.022,7.906,0.021,7.792,0.018,7.669,0.145,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,CAFOS,,,,09:59:45.35,+72:11:59.8,2M,,Gamma,..F,,1071851527289746176,,09594534+7211598
J10004+272,GJ 375.2,375.2,150.1112292137633,27.2676199738579,202.58969607871592,52.17045020090001,Gaia2,M0.5 V,0.5,Lep13,,,,,,,,,,,,,0.63051677,0.015652109,,Karmn,-16.41,0.07,117.16,0.08,Gaia2,27.76,0.05,Gaia2,36.02,0.07,Gaia2,-10.96,0.2,Gaia2,-1.04,0.11,21.43,0.06,-8.23,0.16,CC19,0.011702522616814754,1.7714436537985152E-4,Wolt17,,,D,CC19,,,,,,,,-0.58,,Lep13,,,,,,,,,,,,,,,,,,,,19.819,0.126,GALEX,15.869,0.011,SDSS9,12.842,0.248,TYC2,12.615,0.06,UCAC4,11.4649,8.0E-4,Gaia2,11.969,0.03,UCAC4,11.035,0.073,TYC2,10.525,4.0E-4,Gaia2,11.175,0.06,UCAC4,10.755,UCAC3,10.564,0.07,UCAC4,9.5943,7.0E-4,Gaia2,10.026,0.001,SDSS9,9.17,US-B1,8.382,0.019,7.725,0.018,7.585,0.026,AAA,2M,7.433,0.031,7.536,0.02,7.46,0.018,7.219,0.113,AAAB,WISE,Wide,A,TOK273,136.10,,,2M J10003572+2717054,,,,,,,,No,,0,,,,,10:00:26.71,+27:16:01.4,2M,,Gamma,..F,#,740041664173180544,,10002671+2716013
J10007+323,Wolf 335,,150.17939292736108,32.30650455589343,194.37657386657776,52.815524658554075,Gaia2,M1.0 V,1.0,Lep13,,,,,,,,,,,,,0.47463396,0.011154043,,Karmn,-1007.79,0.1,-666.28,0.11,Gaia2,36.45,0.08,Gaia2,27.43,0.06,Gaia2,-32.7,0.19,Gaia2,-66.22,0.25,-98.27,0.19,-108.2,0.23,CC19,0.8947792038252769,0.0739034363877782,Wolt17,,,TD,CC19,,,,,,,,-0.42,,Lep13,,,,,,,,,,,,,,,,,,,,,,,15.585,0.006,SDSS9,,,,,,,12.1181,0.0027,Gaia2,12.4793,0.0123,PS1,,,,11.07,0.0014,Gaia2,,,,11.461,UCAC3,11.278,0.0481,PS1,10.0853,0.0018,Gaia2,10.615,0.1909,PS1,9.71,US-B1,8.78,0.027,8.207,0.018,8.005,0.018,AAA,2M,7.863,0.023,7.771,0.02,7.733,0.02,7.649,0.173,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,10:00:44.42,+32:18:35.0,2M,,Gamma,..F,#WDS OSO30 no cpm.,746572522723948672,,10004442+3218350
J10020+697,LP 037-057,,150.52362328224245,69.75713738360888,140.9032637986554,40.95370629894925,Gaia2,M4.0 V,4.0,AF15a,,,,,,,,,,,,,0.18927413,0.0046480615,,Karmn,-42.28,0.07,-228.1,0.08,Gaia2,62.23,0.05,Gaia2,16.07,0.01,Gaia2,,,,,,,,,,,0.01873431965505684,5.937395969960423E-4,Wolt17,,,,,,,,,,,,-0.8,0.2,AF15a,,,,,0.0104,,,,,,0.64,,1.66,,WGA/ROSAT,,,,,,,,17.334,0.013,SDSS9,,,,16.028,0.24,UCAC4,14.6165,0.0036,Gaia2,15.037,0.11,UCAC4,,,,12.8515,8.0E-4,Gaia2,14.341,0.03,UCAC4,14.342,UCAC3,13.684,0.06,UCAC4,11.5865,0.0018,Gaia2,11.98,0.04,UCAC4,11.04,US-B1,9.768,0.018,9.183,0.017,8.897,0.022,AAA,2M,8.699,0.023,8.53,0.019,8.372,0.022,7.99,0.193,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,CAFOS,,,(Astralux),10:02:05.81,+69:45:29.4,2M,,Gamma,..F,,1070519572033023232,,10020580+6945294
J10023+480,BD+48 1829,378,150.58655130526694,48.08245153385289,168.7426003845421,51.191878245856735,Gaia2,M1.0 V,1.0,PMSU,3785.0,51.0,4.72,0.07,0.05,0.16,Schw19,0.06099,7.08E-4,0.5741,0.01583,Schw19,0.5818,0.02079,,Schw19,-633.08,0.06,-1474.98,0.06,Gaia2,66.84,0.03,Gaia2,14.96,0.01,Gaia2,-10.113217942147546,0.023041327468616923,Lafa20,-25.01,0.03,-110.45,0.07,-15.35,0.03,CC19,0.8933868169508783,0.02187436404040835,Wolt17,,,TD,CC19,<,2.0,,Rein18,,,,0.086,0.013,Schf19,,,Schf19,,,,,,,,,,,,,,,,,19.263,0.085,GALEX,14.756,0.006,SDSS9,11.724,0.069,TYC2,11.71,0.0,UCAC4,10.3053,9.0E-4,Gaia2,10.775,0.02,UCAC4,,,,9.2651,4.0E-4,Gaia2,10.201,0.0,UCAC4,9.566,UCAC3,9.559,0.03,UCAC4,8.2748,0.001,Gaia2,8.618,0.01,UCAC4,8.8,US-B1,6.949,0.02,6.355,0.024,6.16,0.016,AAA,2M,6.103,0.093,5.831,0.037,5.965,0.015,5.883,0.046,AAAA,WISE,Single,-,,,,,,,,,,,,CARMENES+SOPHIE,Yes,Hob19,1,,CAFE,,(FastCam),10:02:21.84,+48:05:20.9,2M,S3,Alpha,,,823228721066990720,,10022184+4805209
J10027+149,G 43-23,3582,150.67755715190958,14.98592932109621,221.37346705623835,49.02319215924725,Gaia2,M4.0 V,4.0,PMSU,,,,,,,,,,,,,0.21960513,0.0054512373,,Karmn,157.41,0.5,-236.42,0.44,Gaia2,56.49,0.37,Gaia2,17.7,0.12,Gaia2,41.0,3.0,Terr15,-2.44,1.48,-33.49,1.31,33.49,2.27,CC19,0.023371211705417953,0.0011844543516416725,Wolt17,,,D,CC19,,,,,,,,0.119,,Jon16,,,,,,,,,,,,,,,,,,,,,,,17.49,0.011,SDSS9,,,,15.887,0.09,UCAC4,14.4553,0.0027,Gaia2,14.927,0.07,UCAC4,,,,12.7484,7.0E-4,Gaia2,14.17,0.01,UCAC4,14.267,UCAC3,13.561,0.05,UCAC4,11.4935,0.0025,Gaia2,11.949,0.04,UCAC4,,,9.649,0.026,9.084,0.03,8.803,0.018,AAA,2M,8.598,0.023,8.423,0.02,8.262,0.023,8.546,0.479,AAAC,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,10:02:42.47,+14:59:12.8,2M,,Gamma,..F,,615779464207025152,,10024246+1459127
J10028+484,G 195-055,,150.70336082698645,48.45801717835924,168.13401026317098,51.15317354573119,Gaia2,M5.5 V+,5.5,AF15a,,,,,,,,,,,,,,,,,-330.6,4.7,-273.9,4.7,PPMXL,60.1,2.3,Dit14,16.6,0.6,Dit14,,,,,,,,,,,0.07047616921228068,0.0031073108593256088,Wolt17,,,,,=,22.0,,Mo02,0.2682,,West15,-12.0,0.6,AF15a,,,,J100249.7+482739,0.0666,0.0138,-0.24,0.18,0.06,0.3,4.69,0.97,14.48,3.59,1RXS,,,,,,,,18.003,0.012,SDSS9,,,,,,,15.6845,0.0038,Gaia2,16.344,0.004,SDSS9,,,,13.4912,0.0011,Gaia2,,,,15.294,UCAC3,14.764,0.003,SDSS9,12.0934,0.002,Gaia2,12.66,0.046,APASS9,11.37,US-B1,9.963,0.019,9.333,0.016,9.005,0.015,AAA,2M,8.795,0.022,8.601,0.019,8.397,0.023,8.129,0.204,AAAB,WISE,Resolved Physical?,AB,,,,,,,,208,14,Cor16,,,No,,0,CAFOS,,TCP,FastCam [LuckyCam],10:02:49.36,+48:27:33.4,2M,SX,Delta,B.F,,823290156279169152,,10024936+4827333
J10035+059,NLTT 23292,3583,150.88656159400307,5.962632405842358,233.13105783487222,44.86665484581192,Gaia2,M3.5 V,3.5,PMSU,,,,,,,,,,,,,0.34583402,0.008482725,,Karmn,-564.6,0.14,-164.07,0.21,Gaia2,42.45,0.06,Gaia2,23.56,0.03,Gaia2,32.6,15.0,Haw96,-55.56,6.38,-42.68,8.5,-21.58,10.58,CC19,0.1605904086737,0.005601811914321874,Wolt17,,,D,CC19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.759,0.009,SDSS9,,,,14.702,0.03,UCAC4,13.4783,0.0028,Gaia2,13.913,0.03,UCAC4,,,,12.0365,5.0E-4,Gaia2,13.254,0.08,UCAC4,13.012,UCAC3,12.622,0.01,UCAC4,10.8731,0.0016,Gaia2,11.265,0.01,UCAC4,10.54,US-B1,9.29,0.023,8.654,0.042,8.471,0.023,AAA,2M,8.307,0.023,8.146,0.02,8.045,0.02,7.807,0.191,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,FastCam,10:03:33.37,+05:57:48.1,2M,,Gamma,..F,,3873461954734052736,,10033336+0557480
J10040+187,TYC 1415-1123-1,9312,151.02419155378396,18.79490325131458,216.09413404257862,50.7733987759878,Gaia2,M0.5 V,0.5,Lep13,,,,,,,,,,,,,0.6947299,0.017811889,,Karmn,-156.39,0.46,-226.39,0.7,Gaia2,22.9,0.19,Gaia2,43.67,0.37,Gaia2,18.6,0.29,Gaia2,-19.3,0.31,-54.7,0.4,-15.03,0.3,CC19,0.07174560014113852,0.0075533009712676485,Wolt17,,,D,CC19,,,,,,,,-0.5,,Lep13,,,,,,,,,,,,,,,,,,,,20.045,0.146,GALEX,15.583,0.007,SDSS9,12.952,0.238,TYC2,12.736,0.04,UCAC4,11.5731,0.0011,Gaia2,12.095,0.06,UCAC4,11.366,0.087,TYC2,10.5951,4.0E-4,Gaia2,11.317,0.01,UCAC4,10.841,UCAC3,10.752,0.0,CMC15,9.6411,7.0E-4,Gaia2,10.087,0.001,SDSS9,9.64,US-B1,8.365,0.019,7.753,0.023,7.559,0.018,AAA,2M,7.424,0.032,7.462,0.019,7.388,0.018,7.434,0.167,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,10:04:05.99,+18:47:45.5,2M,,Gamma,..F,,626609103984573056,,10040599+1847454
J10043+503,NLTT 23293,,151.08847539768078,50.38618059052374,165.11108163792775,50.759217975521935,Gaia2,M2.5 V,2.5,Lep13,,,,,,,,,,,,,0.5243279,0.012429716,,Karmn,-141.18,0.06,-202.39,0.05,Gaia2,45.86,0.04,Gaia2,21.8,0.02,Gaia2,0.32,0.32,Jeff18,-11.32,0.2,-22.54,0.06,-3.79,0.25,CC19,0.021604369853800747,6.064822630576928E-4,Wolt17,ABDor?,Schl12,YD,CC19,=,15.2,5.0,Jeff18,1.31,,KS13,-3.31,0.22,Schf15,,,,,0.69,0.04,-0.26,0.05,,,47.83,2.77,26.1,1.83,PSPC/ROSAT,,,19.836,0.179,18.31,0.057,GALEX,15.793,0.007,SDSS9,13.292,0.284,TYC2,13.175,0.11,UCAC4,11.8795,0.0019,Gaia2,12.385,0.07,UCAC4,12.028,0.151,TYC2,10.6123,5.0E-4,Gaia2,11.674,0.11,UCAC4,11.376,UCAC3,11.059,0.03,UCAC4,9.5274,0.0018,Gaia2,9.911,0.05,UCAC4,10.74,US-B1,8.081,0.026,7.413,0.016,7.199,0.016,AAA,2M,7.0,0.048,6.968,0.02,6.891,0.017,6.771,0.07,AAAA,WISE,Wide,A,REB1,16.0,,,G 196-003B,L2,,,,,,,No,,0,,CAFE,,FastCam [Bow15],10:04:21.49,+50:23:13.6,2M,S3,Beta,..f,20-300Ma Shk09.,824017070904063104,,10042148+5023135
J10067+417,G 116-077,3585,151.6810781698446,41.71286720813504,178.5741816364038,53.46126958656276,Gaia2,M0.5 V,0.5,PMSU,,,,,,,,,,,,,0.5005987,0.011902063,,Karmn,-250.32,0.06,-409.53,0.05,Gaia2,44.71,0.04,Gaia2,22.37,0.02,Gaia2,-13.51,0.3,Gaia2,-7.95,0.18,-47.26,0.04,-21.83,0.24,CC19,0.1352210521319147,0.0014688684556284546,Wolt17,,,D,CC19,,,,,35.38,,Har11,0.44,0.12,Gai14,,,,,,,,,,,,,,,,,,,,20.62,0.196,GALEX,15.397,0.006,SDSS9,13.309,0.407,TYC2,12.859,0.05,UCAC4,11.5731,0.0018,Gaia2,12.119,0.03,UCAC4,11.778,0.179,TYC2,10.5221,5.0E-4,Gaia2,11.299,0.03,UCAC4,10.871,UCAC3,10.679,0.17,UCAC4,9.5334,0.001,Gaia2,9.883,0.05,UCAC4,10.16,US-B1,8.209,0.02,7.62,0.016,7.403,0.02,AAA,2M,7.179,0.034,7.189,0.019,7.131,0.018,6.976,0.089,AAAA,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,(FastCam),10:06:43.86,+41:42:53.4,2M,,Gamma,..F,,806893276814027008,,10064386+4142534
J10068-127,2MASS J10065210-1246543,,151.71658692196073,-12.78175190417939,252.58336401608975,33.55485530567073,Gaia2,M4.5 V,4.5,AF15a,,,,,,,,,,,,,0.19411872,0.010974139,,Karmn,-107.6,5.3,2.1,5.3,PPMXL,,,,16.5,0.8,Cor19,,,,,,,,,,,0.0043916112742404005,4.821161133410881E-4,Wolt17,,,,,,,,,,,,-4.4,0.6,AF15a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.326,0.09,UCAC4,14.7723,0.0065,Gaia2,15.333,0.06,UCAC4,,,,12.9277,0.0013,Gaia2,14.533,0.01,UCAC4,14.332,UCAC3,13.928,0.02,UCAC4,11.6271,0.0022,Gaia2,12.157,0.03,UCAC4,11.28,US-B1,9.749,0.023,9.229,0.026,8.902,0.019,AAA,2M,8.706,0.022,8.508,0.02,8.362,0.022,8.294,0.265,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,CAFOS,,,,10:06:52.11,-12:46:54.3,2M,,Gamma,..F,,3765463764741153024,,10065210-1246543
J10069+126,LP 489-035,,151.73956748486265,12.680995271783095,225.22053285842435,48.95582867031031,Gaia2,M1.5 V,1.5,Lep13,,,,,,,,,,,,,0.45529535,0.010799153,,Karmn,-321.47,0.11,-43.85,0.1,Gaia2,40.1,0.1,Gaia2,24.94,0.06,Gaia2,11.71,0.23,Gaia2,-33.61,0.13,-15.97,0.11,-14.96,0.18,CC19,0.07153819783293089,0.002109489748990612,Wolt17,HS,CC19,YD,CC19,,,,,,,,-0.42,,Lep13,,,,,,,,,,,,,,,,,,,,,,,16.156,0.01,SDSS9,,,,13.571,0.03,UCAC4,12.2926,0.003,Gaia2,12.8,0.03,UCAC4,,,,11.1494,8.0E-4,Gaia2,12.072,0.01,UCAC4,11.702,UCAC3,11.456,0.04,UCAC4,10.1171,0.0014,Gaia2,10.519,0.02,UCAC4,9.82,US-B1,8.776,0.029,8.134,0.044,7.916,0.02,AAA,2M,7.75,0.029,7.687,0.021,7.614,0.02,7.283,0.124,AAAB,WISE,Single,-,,,,,,,,,,,,HARPS,No,,0,,,,,10:06:57.83,+12:40:52.3,2M,,Gamma,..F,,3881626244798724480,,10065783+1240522
J10079+692,LP 037-075,1131,151.9861729832119,69.24613334750904,141.01752470651897,41.672046508883994,Gaia2,M4.0 V,4.0,PMSU,,,,,,,,,,,,,0.1671558,0.003921606,,Karmn,-909.23,0.09,24.34,0.1,Gaia2,58.22,0.06,Gaia2,17.18,0.02,Gaia2,0.1,15.0,Haw96,-58.74,8.71,-10.14,7.05,-43.98,9.97,CC19,0.3382910053769947,0.024144403159906007,Wolt17,,,D,CC19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.878,0.013,SDSS9,,,,16.081,0.09,UCAC4,14.6214,0.0016,Gaia2,15.186,0.08,UCAC4,,,,13.0083,4.0E-4,Gaia2,14.343,0.07,UCAC4,13.929,UCAC4,13.675,0.08,UCAC4,11.7868,0.0011,Gaia2,12.168,0.13,UCAC4,11.13,US-B1,10.096,0.023,9.575,0.023,9.302,0.016,AAA,2M,9.1,0.023,8.9,0.02,8.766,0.024,8.978,0.368,AAAC,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,10:07:59.50,+69:14:45.8,2M,,Gamma,..F,,1070382098718626176,,10075949+6914458
J10087+027,LP 549-023,,152.1854950143629,2.7305068192388395,237.89351241998278,44.102959599832104,Gaia2,M3.0 V,3.0,Lep13,,,,,,,,,,,,,0.47343883,0.011214937,,Karmn,-82.35,0.11,-449.15,0.12,Gaia2,41.3,0.07,Gaia2,24.21,0.04,Gaia2,29.79,0.1,Jeff18,5.12,0.06,-59.7,0.09,-6.57,0.08,CC19,0.08190841096734255,0.0024206527925953432,Wolt17,,,D,CC19,<,3.0,,Jeff18,,,,0.12,0.07,Schf15,,,,,,,,,,,,,,,,,,,,,,,16.266,0.008,SDSS9,,,,13.77,0.05,UCAC4,12.5796,0.0027,Gaia2,13.005,0.03,UCAC4,,,,11.2407,0.0013,Gaia2,12.319,0.03,UCAC4,12.09,UCAC4,11.759,0.0,UCAC4,10.1283,0.0036,Gaia2,10.436,0.06,UCAC4,9.85,US-B1,8.59,0.02,7.979,0.033,7.741,0.02,AAA,2M,7.591,0.031,7.519,0.021,7.452,0.017,7.332,0.098,AAAA,WISE,Single,-,,,,,,,,,,,,HARPS,No,,0,,FEROS,,FastCam,10:08:44.61,+02:43:56.8,2M,S2,Beta,..f,,3836540220745072384,,10084460+0243568
J10088+692,TYC 4384-1735-1,,152.21825486302515,69.27662040330615,140.91662642428878,41.71684572912957,Gaia2,M0.5 V,0.5,Lep13,,,,,,,,,,,,,0.616,0.015,,Karmn,196.631,0.04,17.369,0.047,Gaia2,25.2016,0.0302,Gaia2,39.68,0.05,Gaia2,-27.51184702698755,0.01801432956220563,CC20,46.143,0.184,-4.189,0.146,1.439,0.208,CC19,,,,,,D,CC19,,,,,,,,-0.74,,Ga14,,,,,,,,,,,,,,,,,,,,,,,15.551,0.007,SDSS9,13.792,0.318,TYC2,12.903,0.08,UCAC4,11.777999877929688,0.0016,Gaia2,12.279999732971191,0.07999999821186066,UCAC4,11.703,0.103,TYC2,10.849200248718262,0.005,Gaia2,11.493,0.06,UCAC4,,,10.888999938964844,0.07000000029802322,UCAC4,9.927399635314941,9.0E-4,Gaia2,10.199000358581543,0.10000000149011612,UCAC4,,,8.711,0.02,8.074,0.026,7.893,0.023,AAA,2M,7.807,0.028,7.849,0.02,7.766,0.018,7.826,0.22,AAAB,WISE,Single,-,,,,,,,,,,,,CARMENES,Yes,Bluhm20,0,,,,,10:08:51.77,+69:16:35.7,2M,,Alpha+,...,,1070387905514406400,,10085177+6916357
J10094+512,LP 127-132,3586,152.37184594730346,51.285235439116995,163.30977993450304,51.18177433921762,Gaia2,M4.0 V,4.0,PMSU,,,,,,,,,,,,,0.18388724,0.004473637,,Karmn,-439.88,0.08,-827.85,0.08,Gaia2,75.98,0.05,Gaia2,13.16,0.01,Gaia2,46.43,0.13,Jeff18,-48.55,0.08,-46.25,0.05,32.87,0.1,CC19,0.2709504181442818,0.011616116276276617,Wolt17,,,D,CC19,<,3.0,,Jeff18,,,,-0.01,0.25,Schf15,,,,,,,,,,,,,,,,,,,,,,,16.637,0.008,SDSS9,,,,15.219,0.04,UCAC4,13.7849,0.0022,Gaia2,14.31,0.04,UCAC4,,,,12.18,3.0E-4,Gaia2,13.514,0.01,UCAC4,13.255,UCAC3,12.927,0.0,UCAC4,10.9651,0.0021,Gaia2,11.408,0.06,UCAC4,10.45,US-B1,9.299,0.026,8.714,0.023,8.523,0.021,AAA,2M,8.294,0.023,8.084,0.019,7.976,0.02,7.912,0.188,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,CAFEbis,,FastCam,10:09:29.97,+51:17:19.8,2M,S1,Beta,..f,,848178083009862656,,10092996+5117197
